abandonment,abandon
sketchy,sketch
skewness,skew
skidder,skid
skier,ski
skiing,ski
skillfulness,skillful
skimmer,skim
skimming,skim
skin-diver,skin-dive
skinner,skin
Skinnerian,Skinner
skinny,skin
skinny-dipper,skinny-dip
skipper,skip
skirmisher,skirmish
skittishness,skittish
skulker,skulk
skulking,skulk
skydiver,skydive
slackening,slacken
slacker,slack
slacking,slack
slackness,slack
slammer,slam
slanderer,slander
slanderous,slander
slangy,slang
slapper,slap
slasher,slash
slatternly,slattern
slaughterer,slaughter
slaughterous,slaughter
slavery,slave
Slavic,Slav
Slavonic,Slav
slayer,slay
slaying,slay
sledder,sled
sledding,sled
sleekness,sleek
sleeper,sleep
sleeping,sleep
sleeplessness,sleepless
sleepwalker,sleepwalk
sleepwalking,sleepwalk
sleepy,sleep
sleety,sleet
slenderness,slender
sleuthing,sleuth
slicer,slice
slickness,slick
slider,slide
slightness,slight
slimness,slim
slinger,sling
slinging,sling
slippage,slip
slippy,slip
slivery,sliver
slobberer,slobber
sloganeer,slogan
sloganeering,sloganeer
slogger,slog
sloppy,slop
slothfulness,slothful
sloucher,slouch
slouchy,slouch
sloughing,slough
sloughy,slough
Slovakian,Slovakia
Slovenian,Slovenia
slovenly,sloven
slow-wittedness,slow-witted
slowing,slow
slowness,slow
sluggard,slug
slugger,slug
sluggishness,sluggish
slumberer,slumber
slumberous,slumber
slumbery,slumber
slummy,slum
slushy,slush
sluttishness,sluttish
slyness,sly
smacker,smack
smacking,smack
smallness,small
smarmy,smarm
smarting,smart
smartness,smart
smasher,smash
smashing,smash
smattering,smatter
smelling,smell
smelly,smell
smelter,smelt
smiler,smile
smiling(a),smiling
smirker,smirk
smocking,smock
smoggy,smog
smoker,smoke
smooching,smooch
smoother,smooth
smoothness,smooth
smotherer,smother
smuggler,smuggle
smugness,smug
smutty,smut
snacker,snack
snapper,snap
snappishness,snappish
snappy,snap
snarer,snare
snarly,snarl
snatcher,snatch
sneak(a),sneak
sneaky,sneak
sneerer,sneer
sneezer,sneeze
sniffer,sniff
sniper,snipe
snipping,snip
snitcher,snitch
sniveling,snivel
sniveller,snivel
snobbishness,snobbish
snobby,snob
snogging,snog
snooper,snoop
snoopy,snoop
snooty,snoot
snorer,snore
snorkeling,snorkel
snorter,snort
snorting,snort
snorty,snort
snotty,snot
snowboarder,snowboard
snowboarding,snowboard
snowy,snow
snuffler,snuffle
snugness,snug
soakage,soak
soaker,soak
soaking,soak
soapy,soap
soaring,soar
sobbing,sob
soberness,sober
sociableness,sociable
socialiser,socialise
sociality,social
socializer,socialize
sociolinguistics,sociolinguist
sociopathic,sociopath
softener,soften
softening,soften
softheartedness,softhearted
softness,soft
soiling,soil
soilure,soil
sojourner,sojourn
solacement,solace
solderer,solder
soldering,solder
soldiering,soldier
soldierly,soldier
soldiership,soldier
soldiery,soldier
solemness,solemn
solemnity,solemn
solicitation,solicit
solicitor,solicit
solicitorship,solicitor
solicitousness,solicitous
solidify,solid
solidifying,solidify
solidity,solid
solidness,solid
soloist,solo
Solomonic,Solomon
solubleness,soluble
solvent,solve
solver,solve
Somalian,Somalia
somberness,somber
sombreness,sombre
somersaulting,somersault
songfulness,songful
songster,song
sonneteer,sonnet
sonorousness,sonorous
sooty,soot
sophistic,sophist
sophistical,sophist
sophomore(a),sophomore
sorbent,sorb
sordidness,sordid
soreness,sore
sorrower,sorrow
sorrowfulness,sorrowful
sorter,sort
sorting,sort
sottishness,sottish
soulfulness,soulful
sounder,sound
sounding,sound
soundlessness,soundless
soundness,sound
souring,sour
sourness,sour
southeasterly,southeaster
southerly,souther
southernness,southern
southwesterly,southwester
sower,sow
spaciousness,spacious
spanker,spank
spanking,spank
spareness,spare
sparer,spare
sparkler,sparkle
sparring,spar
sparseness,sparse
Spartan,Sparta
spasticity,spastic
spatiality,spatial
spattering,spatter
spawner,spawn
spaying,spay
speaker,speak
speaking,speak
specialiser,specialise
specialistic,specialist
speciality,special
specializer,specialize
specialness,special
specificity,specific
speciousness,specious
spectrographic,spectrograph
speculativeness,speculative
speechify,speech
speechlessness,speechless
speeder,speed
speeding,speed
speedy,speed
spellbinder,spellbind
speller,spell
spelling,spell
spelunker,spelunk
spender,spend
spending,spend
spermatic,sperm
spermous,sperm
spewer,spew
sphericalness,spherical
sphericity,spheric
spheroidal,spheroid
spicery,spice
spidery,spider
spillage,spill
spiller,spill
spinelessness,spineless
spinner,spin
spinning,spin
spinsterhood,spinster
spiritedness,spirited
spiritize,spirit
spiritlessness,spiritless
spiritual,spirit
spirituality,spiritual
spitefulness,spiteful
spitter,spit
spitting,spit
splashing,splash
splashy,splash
splatter,splat
splattering,splatter
splicer,splice
splintering,splinter
splintery,splinter
splitter,split
spoilage,spoil
spoilation,spoil
spoiler,spoil
spoiling,spoil
sponger,sponge
sponsorship,sponsor
spontaneousness,spontaneous
spoonfeeding,spoonfeed
sportiveness,sportive
sportscaster,sportscast
sportsmanship,sportsman
spot-welder,spot-weld
spot-welding,spot-weld
spotlessness,spotless
spotter,spot
spotting,spot
spouter,spout
sprawler,sprawl
sprawling,sprawl
sprawly,sprawl
sprayer,spray
spraying,spray
spreader,spread
spreading,spread
spring-cleaning,spring-clean
sprinkler,sprinkle
sprinter,sprint
sprouting,sprout
spruceness,spruce
spunky,spunk
spuriousness,spurious
spurner,spurn
spurring,spur
sputtering,sputter
spying,spy
squalidness,squalid
squally,squall
squanderer,squander
squandering,squander
squareness,square
squatness,squat
squatter,squat
squatting,squat
squawker,squawk
squawky,squawk
squeaker,squeak
squeaky,squeak
squealer,squeal
squeamishness,squeamish
squeezer,squeeze
squelcher,squelch
squinter,squint
squirmer,squirm
squirter,squirt
stabber,stab
stabiliser,stabilise
stabilizer,stabilize
stableness,stable
stacker,stack
stager,stage
stagey,stage
stagflationary,stagflation
staggerer,stagger
staidness,staid
stainer,stain
staining,stain
staleness,stale
stalker,stalk
stalking,stalk
stalling,stall
stalwartness,stalwart
stammerer,stammer
stamper,stamp
standard,stand
standardise,standard
standardiser,standardise
standardize,standard
standardizer,standardize
standee,stand
stander,stand
standing,stand
standoffishness,standoffish
stapler,staple
starchy,starch
stardom,star
starer,stare
stargazer,stargaze
starkness,stark
starry,star
starter,start
starting,start
statement,state
statesmanly,statesman
statesmanship,statesman
statuette,statue
staunchness,staunch
stayer,stay
steadfastness,steadfast
stealer,steal
stealing,steal
stealthy,stealth
steamer,steam
steamroller,steamroll
steely,steel
steeper,steep
steepness,steep
steerage,steer
steerer,steer
steering,steer
stemmer,stem
stentorian,stentor
sterileness,sterile
steriliser,sterilise
sterilizer,sterilize
sternness,stern
steroidal,steroid
stertorous,stertor
stewardship,steward
stewing,stew
sticker,stick
stickler,stickle
stiffener,stiffen
stiffening,stiffen
stiffness,stiff
stifler,stifle
stigmatic,stigma
stigmatize,stigma
stillness,still
stinger,sting
stinging,sting
stinker,stink
stinky,stink
stinter,stint
stipendiary,stipend
stippler,stipple
stirrer,stir
stirring,stir
stitcher,stitch
stitchery,stitch
stitching,stitch
stocker,stock
stocking,stock
stockist,stock
stoical,stoic
stoker,stoke
stolidity,stolid
stolidness,stolid
stomachal,stomach
stomachic,stomach
stomatal,stoma
stomatous,stoma
stomper,stomp
stoner,stone
stonewaller,stonewall
stonewalling,stonewall
stooper,stoop
stoppage,stop
stopper,stop
stormy,storm
stoutheartedness,stouthearted
stoutness,stout
stowage,stow
stowing,stow
strafer,strafe
straggler,straggle
straightener,straighten
straightforwardness,straightforward
straightness,straight
strainer,strain
straining,strain
strangeness,strange
strangler,strangle
Stravinskyan,Stravinsky
strayer,stray
streaker,streak
streaky,streak
streamlet,stream
streamliner,streamline
streetwalker,streetwalk
strengthener,strengthen
strengthening,strengthen
strenuousness,strenuous
stressor,stress
stretcher,stretch
stretching,stretch
stretchy,stretch
strewing,strew
striate,stria
strictness,strict
strider,stride
striker,strike
strikingness,striking
stringer,string
stripper,strip
stripping,strip
stripteaser,striptease
stroller,stroll
strong-armer,strong-arm
struggler,struggle
stubbornness,stubborn
studentship,student
studiousness,studious
studying,study
stuffer,stuff
stuffing,stuff
stumbler,stumble
stumper,stump
stunner,stun
stuntedness,stunted
stunting,stunt
stupidity,stupid
stuporous,stupor
stutterer,stutter
styler,style
stylishness,stylish
suaveness,suave
subbing,sub
subconsciousness,subconscious
subcontractor,subcontract
subdivider,subdivide
subduedness,subdued
subduer,subdue
subeditor,subedit
subjection,subject
subjectiveness,subjective
subjoining,subjoin
submariner,submarine
submergence,submerge
submissiveness,submissive
submitter,submit
subnormality,subnormal
subordinateness,subordinate
subornation,suborn
suborner,suborn
subscriber,subscribe
subsequentness,subsequent
subservientness,subservient
subsidence,subside
subsidiser,subsidise
subsidizer,subsidize
subsistence,subsist
subsister,subsist
substantiality,substantial
substantialness,substantial
substitute(a),substitute
subtraction,subtract
subtractive,subtract
subtropics,subtropic
suburbanize,suburban
subvention,subvent
subversiveness,subversive
subverter,subvert
subvocalizer,subvocalize
succeeder,succeed
successfulness,successful
successiveness,successive
succinctness,succinct
succorer,succor
succourer,succour
succussion,succuss
sucker,suck
sucking,suck
suddenness,sudden
suer,sue
suety,suet
sufferance,suffer
sufferer,suffer
suffering,suffer
suffixation,suffix
suffragette,suffrage
suggester,suggest
suggestible,suggest
suggestion,suggest
suggestive,suggest
suitableness,suitable
sulfuric,sulfur
sulfurous,sulfur
sulky,sulk
sullenness,sullen
sulphuric,sulphur
sulphurous,sulphur
Sumerian,Sumer
summate,sum
summation,sum
summational,summation
summerize,summer
summery,summer
summoning,summon
sumptuousness,sumptuous
sunbather,sunbathe
supercharger,supercharge
superciliousness,supercilious
superficiality,superficial
superinfection,superinfect
superintendence,superintend
superintendent,superintend
superiority,superior
supernaturalness,supernatural
supper,sup
supping,sup
supplanter,supplant
supplanting,supplant
supplemental,supplement
supplementary,supplement
supplementation,supplement
suppleness,supple
supplying,supply
supporter,support
supporting,support
supportive,support
suppositional,supposition
suppresser,suppress
suppression,suppress
suppressive,suppress
suppressor,suppress
sureness,sure
surfer,surf
surfing,surf
surpriser,surprise
surprisingness,surprising
surrenderer,surrender
surroundings,surround
surveying,survey
surveyor,survey
susceptibleness,susceptible
suspender,suspend
suspiciousness,suspicious
sustainable,sustain
sustainer,sustain
sustainment,sustain
swabbing,swab
swaggerer,swagger
swampy,swamp
swanky,swank
swatter,swat
swearer,swear
swearing,swear
sweater,sweat
sweating,sweat
sweeper,sweep
sweeping,sweep
sweetener,sweeten
sweetening,sweeten
sweetness,sweet
swelling,swell
swiftlet,swift
swiftness,swift
swilling,swill
swimmer,swim
swimming,swim
swindler,swindle
swinger,swing
swinging,swing
swingy,swing
swishy,swish
switch-hitter,switch-hit
switcher,switch
switching,switch
swordsmanship,swordsman
sycophantic,sycophant
syllabicity,syllabic
syllogiser,syllogise
syllogizer,syllogize
symbolic,symbol
symbolical,symbol
symbolise,symbol
symboliser,symbolise
symbolize,symbol
symbolizer,symbolize
symmetricalness,symmetrical
sympathiser,sympathise
sympathizer,sympathize
symptomatic,symptom
syncarpous,syncarp
syncategorematic,syncategorem
synchronicity,synchronic
synchroniser,synchronise
synchronizer,synchronize
synonymous,synonym
synonymousness,synonymous
synovial,synovia
syntagmatic,syntagm
synthesise,synthesis
synthesiser,synthesise
synthesist,synthesis
synthesizer,synthesize
Syrian,Syria
systematic,system
systematiser,systematise
systematizer,systematize
systemise,system
systemiser,systemise
systemize,system
systemizer,systemize
taciturnity,taciturn
tacker,tack
tacking,tack
tackler,tackle
tactfulness,tactful
tactical,tactic
tactlessness,tactless
Tahitian,Tahiti
tailgater,tailgate
tailing,tail
tailoring,tailor
taker,take
talentlessness,talentless
talismanic,talisman
talkative,talk
talkativeness,talkative
talker,talk
talking,talk
talky,talk
tallness,tall
tameable,tame
tameness,tame
tamer,tame
tamper,tamp
tampering,tamper
tamponage,tampon
tangential,tangent
tangibleness,tangible
tangy,tang
tankage,tank
tanner,tan
tannery,tan
tanning,tan
tantaliser,tantalise
tantalizer,tantalize
Tanzanian,Tanzania
tapering,taper
tapper,tap
tapping,tap
tapster,tap
tartaric,tartar
tartlet,tart
tartness,tart
Tasmanian,Tasmania
tastefulness,tasteful
tastelessness,tasteless
taster,taste
tatting,tat
tattler,tattle
tatty,tat
taunting,taunt
tautness,taut
taxable,tax
taxation,tax
taxer,tax
teachable,teach
teacher,teach
teachership,teacher
teaching,teach
teamster,team
tearfulness,tearful
tearing,tear
teaser,tease
technicality,technical
tediousness,tedious
teemingness,teeming
teetotaller,teetotal
telecaster,telecast
telecasting,telecast
telegrapher,telegraph
telegraphic,telegraph
telegraphist,telegraph
telephoner,telephone
teleportation,teleport
teller,tell
telling,tell
telltale(a),telltale
temperamental,temperament
temperance,temper
temperateness,temperate
tempering,temper
tempestuous,tempest
tempestuousness,tempestuous
temporiser,temporise
temporizer,temporize
temptable,tempt
temptation,tempt
tempter,tempt
temptingness,tempting
tenableness,tenable
tenaciousness,tenacious
tenantry,tenant
tendency,tend
tendentiousness,tendentious
tender,tend
tenderheartedness,tenderhearted
tenderiser,tenderise
tenderize,tender
tenderizer,tenderize
tenderness,tender
tending,tend
tenseness,tense
tensional,tension
tenting,tent
tepidity,tepid
tepidness,tepid
teratogenic,teratogen
tercelet,tercel
terpsichorean,terpsichore
terribleness,terrible
territoriality,territorial
terrorise,terror
terrorist,terror
terrorize,terror
terseness,terse
tessellate,tessella
testaceous,testa
testamentary,testament
testee,test
tester,test
testing,test
tetragonal,tetragon
textual,text
thaneship,thane
thankfulness,thankful
thatcher,thatch
thawing,thaw
theatricality,theatrical
theistical,theist
theologiser,theologise
theologizer,theologize
theoriser,theorise
theorizer,theorize
thermionic,thermion
thermodynamics,thermodynamic
thermoelectricity,thermoelectric
thermostatic,thermostat
thickener,thicken
thickening,thicken
thickness,thick
thievery,thieve
thievishness,thievish
thinker,think
thinking,think
thinner,thin
thinness,thin
thinning,thin
thirsty,thirst
thirsty(p),thirst
Thoreauvian,Thoreau
thorny,thorn
thoroughness,thorough
thoughtfulness,thoughtful
thoughtlessness,thoughtless
thralldom,thrall
thrasher,thrash
thrashing,thrash
threader,thread
thready,thread
three-dimensionality,three-dimensional
thresher,thresh
threshing,thresh
thriftlessness,thriftless
thrifty,thrift
thriller,thrill
throaty,throat
throbbing,throb
throttler,throttle
thrower,throw
thruster,thrust
thrusting,thrust
thumping,thump
thunderer,thunder
thunderous,thunder
thundery,thunder
thwarter,thwart
thwarting,thwart
thyroidal,thyroid
Tibetan,Tibet
tibial,tibia
ticker,tick
ticking,tick
tier,tie
tightening,tighten
tightfistedness,tightfisted
tightness,tight
tiler,tile
tillage,till
tiller,till
tilling,till
tilter,tilt
timelessness,timeless
timely,time
timer,time
timidity,timid
timidness,timid
timorousness,timorous
timpanist,timpani
tinkerer,tinker
tinning,tin
tinny,tin
tinselly,tinsel
tinter,tint
tinting,tint
tipper,tip
tippler,tipple
tipster,tip
tiredness,tired
tirelessness,tireless
tiresomeness,tiresome
titanic,titan
tither,tithe
titterer,titter
toaster,toast
toasting,toast
tobacconist,tobacco
Tobagonian,Tobago
tobogganing,toboggan
tobogganist,toboggan
toddler,toddle
togetherness,together
toiler,toil
toilsomeness,toilsome
toller,toll
tomboyishness,tomboyish
tonality,tonal
toner,tone
Tongan,Tonga
tonicity,tonic
toothsomeness,toothsome
toothy,tooth
toper,tope
topical,topic
topper,top
topsy-turvyness,topsy-turvy
tormenter,torment
tormentor,torment
toroidal,toroid
torpidity,torpid
torpidness,torpid
torrential,torrent
torridity,torrid
tortuousness,tortuous
torturer,torture
tosser,toss
totality,total
totemic,totem
toter,tote
totterer,totter
toucher,touch
touching,touch
toughness,tough
tourer,tour
tourist,tour
touristy,tourist
touter,tout
towage,tow
tower,tow
township,town
toxicity,toxic
toying,toy
trabecular,trabecula
tracer,trace
tracheal,trachea
tracker,track
tracking,track
tractableness,tractable
trader,trade
traditional,tradition
traditionalistic,traditionalist
traditionality,traditional
traducement,traduce
traducer,traduce
trafficker,traffic
trailer,trail
trailing,trail
trainee,train
traineeship,trainee
trainer,train
training,train
traitorous,traitor
traitorousness,traitorous
tramper,tramp
trampler,trample
tranquility,tranquil
tranquilizer,tranquilize
tranquilliser,tranquillise
tranquillity,tranquil
tranquillizer,tranquillize
transaction,transact
transactor,transact
transcendence,transcend
transcendency,transcend
transcendent,transcend
transcendentalism,transcendental
transcriber,transcribe
transducer,transduce
transference,transfer
transferer,transfer
transferor,transfer
transferral,transfer
transferrer,transfer
transformation,transform
transformer,transform
transgression,transgress
transgressor,transgress
transistorize,transistor
transition,transit
transitiveness,transitive
transmittal,transmit
transmitter,transmit
transmitting,transmit
transparentness,transparent
transplantation,transplant
transplanter,transplant
transplanting,transplant
transportation,transport
transporter,transport
transsexual(a),transsexual
transshipment,transship
trapezoidal,trapezoid
trapper,trap
trashy,trash
traumatic,trauma
traumatise,trauma
traumatize,trauma
traveler,travel
traveling,travel
traveller,travel
travelling,travel
traverser,traverse
treasonist,treason
treasonous,treason
treasurership,treasurer
treater,treat
treatment,treat
treelet,tree
trekker,trek
trembler,tremble
trencher,trench
trendy,trend
trespasser,trespass
triangularity,triangular
tricker,trick
trickery,trick
trickster,trick
tricksy,trick
tricky,trick
trifler,trifle
trimmer,trim
trimming,trim
trimness,trim
Trinidadian,Trinidad
tripper,trip
triteness,trite
triumphal,triumph
triumphant,triumph
trivial,trivia
triviality,trivial
trivialize,trivial
troller,troll
trophoblastic,trophoblast
tropical,tropic
tropics,tropic
Trotskyist,Trotsky
trotter,trot
troublesomeness,troublesome
truckage,truck
trucker,truck
trucking,truck
truckler,truckle
trudger,trudge
trueness,true
trumpeter,trumpet
trumping,trump
trustee,trust
truster,trust
trustfulness,trustful
trustingness,trusting
trusty,trust
truthfulness,truthful
tsaristic,tsar
tuberous,tuber
tucker,tuck
tugger,tug
tumbler,tumble
tumescent,tumesce
tumidity,tumid
tumidness,tumid
tumultuous,tumult
tumultuousness,tumultuous
tunefulness,tuneful
tuner,tune
Tunisian,Tunisia
turbidity,turbid
turbidness,turbid
turgidity,turgid
turgidness,turgid
turner,turn
turnery,turn
turning,turn
turtler,turtle
Tuscany,Tuscan
tusked,tusk
tutorial,tutor
tutorship,tutor
twaddler,twaddle
tweedy,tweed
tweeter,tweet
tweezer,tweeze
twiddler,twiddle
twiggy,twig
twiner,twine
twinkler,twinkle
twirler,twirl
twister,twist
twisting,twist
twitching,twitch
twitterer,twitter
two-dimensionality,two-dimensional
tympanic,tympani
tympanist,tympan
typesetter,typeset
typewriter,typewrite
typicality,typical
Tyrolean,Tyrol
ubiquitousness,ubiquitous
ulcerate,ulcer
ulcerous,ulcer
ulnar,ulna
ultimateness,ultimate
umbellar,umbel
umbrageous,umbrage
unacceptableness,unacceptable
unaffectedness,unaffected
unappetisingness,unappetising
unappetizingness,unappetizing
unassertiveness,unassertive
unassumingness,unassuming
unattainableness,unattainable
unattractiveness,unattractive
unawareness,unaware
unbecomingness,unbecoming
unboundedness,unbounded
unbreakableness,unbreakable
unceremoniousness,unceremonious
uncertainness,uncertain
unchangeableness,unchangeable
unchangingness,unchanging
uncheerfulness,uncheerful
uncleanness,unclean
unclearness,unclear
uncloudedness,unclouded
uncomfortableness,uncomfortable
uncommonness,uncommon
uncommunicativeness,uncommunicative
uncongeniality,uncongenial
unconnectedness,unconnected
unconscientiousness,unconscientious
unconsciousness,unconscious
unconventionality,unconventional
uncouthness,uncouth
uncreativeness,uncreative
unctuousness,unctuous
undependableness,undependable
underachievement,underachieve
underachiever,underachieve
underdevelopment,underdevelop
underlayment,underlay
undernourishment,undernourish
underpayment,underpay
underperformer,underperform
underseller,undersell
understandable,understand
understanding,understand
understatement,understate
underwriter,underwrite
undoer,undo
undoing,undo
undutifulness,undutiful
unemotionality,unemotional
unequivocalness,unequivocal
unevenness,uneven
unexpectedness,unexpected
unfairness,unfair
unfaithfulness,unfaithful
unfamiliarity,unfamiliar
unfastener,unfasten
unfastening,unfasten
unfavorableness,unfavorable
unfavourableness,unfavourable
unfeelingness,unfeeling
unfitness,unfit
unfolding,unfold
ungracefulness,ungraceful
ungraciousness,ungracious
ungratefulness,ungrateful
unhealthfulness,unhealthful
unhelpfulness,unhelpful
unhurriedness,unhurried
uniformity,uniform
uniformize,uniform
uniformness,uniform
uninterestingness,uninteresting
unionize,union
uniqueness,unique
unitize,unit
universality,universal
universalize,universal
unjustness,unjust
unkemptness,unkempt
unkindness,unkind
unknowingness,unknowing
unlawfulness,unlawful
unlikeness,unlike
unloading,unload
unmanageableness,unmanageable
unmasking,unmask
unmercifulness,unmerciful
unmindfulness,unmindful
unnaturalness,unnatural
unnoticeableness,unnoticeable
unobtrusiveness,unobtrusive
unoriginality,unoriginal
unpalatableness,unpalatable
unperceptiveness,unperceptive
unpermissiveness,unpermissive
unpersuasiveness,unpersuasive
unpleasantness,unpleasant
unpleasingness,unpleasing
unpointedness,unpointed
unpopularity,unpopular
unpretentiousness,unpretentious
unproductiveness,unproductive
unprofitableness,unprofitable
unpropitiousness,unpropitious
unprotectedness,unprotected
unquestionableness,unquestionable
unraveler,unravel
unraveller,unravel
unreality,unreal
unrelatedness,unrelated
unreliableness,unreliable
unresponsiveness,unresponsive
unrighteousness,unrighteous
unscrupulousness,unscrupulous
unseasonableness,unseasonable
unselfconsciousness,unselfconscious
unselfishness,unselfish
unskillfulness,unskillful
unsnarling,unsnarl
unsociableness,unsociable
unsoundness,unsound
unstableness,unstable
unsubstantialize,unsubstantial
unsuitableness,unsuitable
unthoughtfulness,unthoughtful
untier,untie
untruthfulness,untruthful
untypicality,untypical
unusualness,unusual
unvariedness,unvaried
unveiling,unveil
unwellness,unwell
unwholesomeness,unwholesome
unwillingness,unwilling
unwiseness,unwise
unyieldingness,unyielding
up-to-dateness,up-to-date
upbraider,upbraid
upbraiding,upbraid
upending,upend
upholder,uphold
upholsterer,upholster
upholstery,upholster
uplifting,uplift
uppishness,uppish
uppityness,uppity
uprightness,upright
uproarious,uproar
uprooter,uproot
upsetter,upset
upstager,upstage
urbanity,urban
urbanize,urban
urethral,urethra
urgency,urge
urgent,urge
Uruguayan,Uruguay
usableness,usable
useable,use
useableness,useable
usefulness,useful
uselessness,useless
user,use
usherette,usher
usualness,usual
usufructuary,usufruct
usurpation,usurp
usurper,usurp
utilizer,utilize
utmost(a),utmost
utopian,utopia
Utopian,Utopia
utterable,utter
utterance,utter
utterer,utter
uttermost(a),uttermost
uveal,uvea
uvular,uvula
uxorial,uxor
uxoriousness,uxorious
vacationer,vacation
vacationing,vacation
vacationist,vacation
vacuousness,vacuous
vagabondage,vagabond
vaginal,vagina
vagueness,vague
validity,valid
validness,valid
valorous,valor
valorousness,valorous
valuableness,valuable
valuelessness,valueless
valuer,value
valvelet,valve
vamper,vamp
vandalise,vandal
vandalize,vandal
vanisher,vanish
vanishing,vanish
vanquishable,vanquish
vanquisher,vanquish
vapidity,vapid
vapidness,vapid
vaporise,vapor
vaporize,vapor
vaporous,vapor
variableness,variable
variedness,varied
varnisher,varnish
vascularity,vascular
vascularize,vascular
vastness,vast
vaulter,vault
vaulting,vault
vaunter,vaunt
veering,veer
vegetational,vegetation
veinal,vein
velvety,velvet
venality,venal
vendable,vend
vender,vend
vendible,vend
vending,vend
vendition,vend
vendor,vend
veneering,veneer
venerableness,venerable
venesection,venesect
Venezuelan,Venezuela
vengefulness,vengeful
venomous,venom
venter,vent
ventilate,vent
venting,vent
venturer,venture
venturesomeness,venturesome
verbal,verb
verbalizer,verbalize
verbify,verb
verboseness,verbose
verminous,vermin
vertebral,vertebra
verticality,vertical
verticalness,vertical
vesical,vesica
vestment,vest
vestmental,vestment
vesture,vest
veteran(a),veteran
vexation,vex
vexer,vex
vibrational,vibration
vibrionic,vibrio
vicarial,vicar
vicarship,vicar
viceroyship,viceroy
viciousness,vicious
victimise,victim
victimiser,victimise
victimize,victim
victimizer,victimize
Victorian,Victoria
victualer,victual
victualler,victual
viewable,view
viewer,view
vigorous,vigor
vileness,vile
villainous,villain
villainousness,villainous
vindictiveness,vindictive
vinegarishness,vinegarish
violinist,violin
virginal,virgin
virginity,virgin
virtuoso(a),virtuoso
virtuousness,virtuous
viscidity,viscid
viscidness,viscid
viscousness,viscous
visibleness,visible
visionary,vision
visitant,visit
visitation,visit
visiting,visit
visitor,visit
visualizer,visualize
vitaliser,vitalise
vitality,vital
vitalize,vital
vitalizer,vitalize
vitalness,vital
vitaminize,vitamin
vitriolic,vitriol
vividness,vivid
vivisection,vivisect
vivisectionist,vivisection
viziership,vizier
vocaliser,vocalise
vocalize,vocal
vocalizer,vocalize
voicelessness,voiceless
voicer,voice
voidable,void
voidance,void
voider,void
voiding,void
volitional,volition
voltaic,volt
voluminousness,voluminous
voluptuousness,voluptuous
vomiter,vomit
vomiting,vomit
voraciousness,voracious
voter,vote
vouchee,vouch
voucher,vouch
vowelize,vowel
vower,vow
voyager,voyage
voyeuristic,voyeur
voyeuristical,voyeur
vulcaniser,vulcanise
vulcanizer,vulcanize
vulgariser,vulgarise
vulgarity,vulgar
vulgarize,vulgar
vulgarizer,vulgarize
vulval,vulva
waddler,waddle
wader,wade
waffler,waffle
wagerer,wager
waggishness,waggish
Wagnerian,Wagner
wailer,wail
wailing,wail
waiter,wait
waiting,wait
waiver,waive
wakefulness,wakeful
wakening,waken
waker,wake
walker,walk
walking,walk
walloper,wallop
walloping,wallop
wallpaperer,wallpaper
waltzer,waltz
wanderer,wander
wandering,wander
wangler,wangle
wanker,wank
wanness,wan
wanter,want
wantonness,wanton
warbler,warble
wardenship,warden
warder,ward
wardership,warder
warehouser,warehouse
warmer,warm
warmheartedness,warmhearted
warming,warm
warmness,warm
warner,warn
warning,warn
warping,warp
warrantee,warrant
warranter,warrant
warrantor,warrant
warrior,war
warty,wart
washable,wash
washer,wash
washing,wash
Washingtonian,Washington
wassailer,wassail
wastefulness,wasteful
waster,waste
watcher,watch
watchfulness,watchful
watching,watch
watercolorist,watercolor
watercolourist,watercolour
waterer,water
watering,water
waterlessness,waterless
waterproofing,waterproof
watery,water
wavelet,wave
waver,wave
waverer,waver
wavering,waver
waxing,wax
waxy,wax
weakener,weaken
weakening,weaken
weakness,weak
wealthy,wealth
weaning,wean
weaponize,weapon
wearable,wear
wearer,wear
wearing,wear
weaver,weave
webbing,web
webby,web
wedding,wed
weeder,weed
weedy,weed
weekender,weekend
weekly,week
weeness,wee
weeper,weep
weeping,weep
weigher,weigh
weighing,weigh
weightlessness,weightless
weightlifter,weightlift
weightlifting,weightlift
weighty,weight
weirdness,weird
welcomer,welcome
welder,weld
welding,weld
weldment,weld
well-wishing(a),well-wishing
wellness,well
welsher,welsh
wencher,wench
Wesleyan,Wesley
westerly,wester
westernize,western
wetness,wet
wetter,wet
wetting,wet
whacking,whack
whaler,whale
wharfage,wharf
wheedler,wheedle
wheeler,wheel
wheeling,wheel
whiffer,whiff
whimsicality,whimsical
whiner,whine
whiney,whine
whipper,whip
whipping,whip
whirler,whirl
whirling,whirl
whirring,whir
whiskery,whisker
whisperer,whisper
whispering,whisper
whistler,whistle
whitener,whiten
whiteness,white
whitening,whiten
whittler,whittle
wholeheartedness,wholehearted
wholeness,whole
wholesaler,wholesale
wholesomeness,wholesome
whooper,whoop
whoredom,whore
wickedness,wicked
wideness,wide
widening,widen
widowhood,widow
wifely,wife
wiggler,wiggle
wilderness,wild
wildness,wild
wilfulness,wilful
willfulness,willful
willing,will
willingness,willing
Wilsonian,Wilson
wilting,wilt
wimpy,wimp
winder,wind
windlessness,windless
windy,wind
winery,wine
winey,wine
winker,wink
winking,wink
winner,win
winning,win
winnings,win
winnowing,winnow
winsomeness,winsome
winterize,winter
wintery,winter
wiper,wipe
wirer,wire
wiretapper,wiretap
wiseness,wise
wishfulness,wishful
wishing,wish
